"user_id","sum_canc_page_clicks","sum_page_clicks","number_sessions","canc_number_session","avg_session_duration","avg_canc_session_duration","avg_days_to_cancellation","segment_cancellation","segment_travel_party","gender","home_country","home_city","home_airport","married","has_children","age","segment_age_group","segment_family","avg_nights_new","avg_rooms","avg_checked_bags","number_trips","segment_travel_frequency","avg_duration_stay","avg_distance_miles","segment_flight_distance","cost_hotel","cost_flight","total_costs","segment_spend","avg_days_to_travel","segment_booking_time","customer_group","assigned_perk"
"152583","","149","8","0","1.75","","","No Cancellation/nothing booked","Solo traveler","F","usa","colorado springs","COS","false","false","37","35-44","not married, no children","2.0000000000000000","1.00000000000000000000","2.0000000000000000","1","Low Freqent Traveler","120.0000000000000000","1407.8504003353398","Medium-Haul Flyer (500-2000 miles)","639","367.83","1006.83","","8","Early Booker","Occasional Traveler","1 Night free Hotel with Flight"
"153982","","150","8","0","1.875","","","No Cancellation/nothing booked","Solo traveler","F","canada","toronto","YKZ","false","true","44","35-44","not married, children","1.3333333333333333","1.00000000000000000000","0.33333333333333333333","3","Casual Traveler","64.0000000000000000","834.8897301491221","Medium-Haul Flyer (500-2000 miles)","1302","656.87","1958.87","","8.666666666666666","Early Booker","Family Traveler","Free Hotel Meal"
"160754","","86","8","0","0.75","","","No Cancellation/nothing booked","Solo traveler","F","usa","new york","LGA","true","true","45","45-54","married, children","2.0000000000000000","1.00000000000000000000","1.00000000000000000000","1","Low Freqent Traveler","96.0000000000000000","327.8551202584741","Short-Haul Flyer (<500 miles)","642","93.62","735.62","","11","Early Booker","Occasional Traveler","1 Night free Hotel with Flight"
"164522","","89","8","0","1","","","No Cancellation/nothing booked","Solo traveler","F","usa","kansas city","MCI","true","false","47","45-54","married, no children","13.0000000000000000","1.00000000000000000000","1.00000000000000000000","1","Low Freqent Traveler","360.0000000000000000","1123.2191154174131","Medium-Haul Flyer (500-2000 miles)","3262","311.9040","3573.9040","","8","Early Booker","Occasional Traveler","1 Night free Hotel with Flight"
"167852","","63","8","0","0.375","","","No Cancellation/nothing booked","nothing booked","F","usa","tampa","MCF","false","false","17","16-24","not married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"171470","600","446","8","2","0.375","0","6","Last-Minute Cancellers (1-7 days)","Solo and group traveler","F","usa","atlanta","ATL","false","false","23","16-24","not married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"174997","155","252","8","1","1","0","0","Same-Day Cancellers","Solo and group traveler","F","usa","grand rapids","GRR","false","false","31","25-34","not married, no children","2.0000000000000000","1.00000000000000000000","0.00000000000000000000","2","Casual Traveler","84.0000000000000000","955.8399623344949","Medium-Haul Flyer (500-2000 miles)","584","590.43","1174.43","","7.5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"175032","","127","9","0","1.3333333333333333","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","houston","IAH","false","false","28","25-34","not married, no children","4.3333333333333333","2.0000000000000000","0.50000000000000000000","3","Casual Traveler","84.0000000000000000","866.5292834268305","Medium-Haul Flyer (500-2000 miles)","3243.60","3024.43","6268.03","","5.5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"181157","","153","8","0","2","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","houston","HOU","true","false","52","45-54","married, no children","3.3333333333333333","2.0000000000000000","1.00000000000000000000","3","Casual Traveler","112.0000000000000000","754.0072905229357","Medium-Haul Flyer (500-2000 miles)","5076.20","2325.9020","7402.1020","High Spender","5.333333333333333","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"182191","80","148","8","1","3.25","20","0","Same-Day Cancellers","Family/Group traveler","F","usa","phoenix","PHX","false","true","18","16-24","not married, children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"187212","","128","8","0","1.375","","","No Cancellation/nothing booked","Solo traveler","F","usa","los angeles","LAX","true","true","54","45-54","married, children","2.0000000000000000","1.00000000000000000000","0.66666666666666666667","3","Casual Traveler","80.0000000000000000","1532.025735357445","Medium-Haul Flyer (500-2000 miles)","1556","1242.57","2798.57","","8","Early Booker","Family Traveler","Free Hotel Meal"
"189676","","93","8","0","1.125","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","fort worth","FTW","false","true","35","35-44","not married, children","9.0000000000000000","2.0000000000000000","2.0000000000000000","2","Casual Traveler","144.0000000000000000","1460.5549952965907","Medium-Haul Flyer (500-2000 miles)","5463","3732.93","9195.93","High Spender","4","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"190866","","186","9","0","1.8888888888888888","","","No Cancellation/nothing booked","Solo traveler","F","usa","tallahassee","TLH","false","false","36","35-44","not married, no children","1.8000000000000000","1.00000000000000000000","0.40000000000000000000","5","Frequent Traveler","76.8000000000000000","1506.0390804795472","Medium-Haul Flyer (500-2000 miles)","2205","2081.00","4286.00","","7.2","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"195192","","225","8","0","3","","","No Cancellation/nothing booked","Family/Group traveler","F","usa","chicago","MDW","false","false","27","25-34","not married, no children","1.00000000000000000000","2.0000000000000000","0.00000000000000000000","1","Low Freqent Traveler","72.0000000000000000","724.213956300302","Medium-Haul Flyer (500-2000 miles)","320","788.58","1108.58","","15","Early Booker","Occasional Traveler","1 Night free Hotel with Flight"
"204943","274","292","8","1","2","0","21","Moderate Cancellers (8-30 days)","Solo and group traveler","M","canada","ottawa","YOW","false","false","40","35-44","not married, no children","2.8000000000000000","1.6000000000000000","1.4000000000000000","5","Frequent Traveler","105.6000000000000000","976.1911883430405","Medium-Haul Flyer (500-2000 miles)","4483","4199.856","8682.856","High Spender","8","Early Booker","Jet Sprint Nomad","Exclusive Discounts"
"204997","442","439","8","2","8.125","14","0","Same-Day Cancellers","Solo and group traveler","F","usa","kansas city","MCI","true","false","37","35-44","married, no children","4.0000000000000000","1.00000000000000000000","0.50000000000000000000","2","Casual Traveler","168.0000000000000000","796.2906227590191","Medium-Haul Flyer (500-2000 miles)","355","488.47","843.47","","7","Last Minute Booker","Business Traveler","No Cancellation Fees"
"205044","","134","9","0","1.3333333333333333","","","No Cancellation/nothing booked","Solo and group traveler","F","canada","toronto","YKZ","true","true","39","35-44","married, children","4.6666666666666667","2.0000000000000000","0.33333333333333333333","3","Casual Traveler","136.0000000000000000","1489.326250085983","Medium-Haul Flyer (500-2000 miles)","6362","6887.1875","13249.1875","High Spender","6","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"206011","","156","8","0","1.875","","","No Cancellation/nothing booked","Solo traveler","F","usa","kansas city","MCI","false","true","38","35-44","not married, children","2.6666666666666667","1.00000000000000000000","0.25000000000000000000","4","Casual Traveler","78.0000000000000000","902.2688133905156","Medium-Haul Flyer (500-2000 miles)","1271","1024.7720","2295.7720","","5.5","Last Minute Booker","Family Traveler","Free Hotel Meal"
"216796","112","125","8","1","7.75","56","1.5","Last-Minute Cancellers (1-7 days)","Family/Group traveler","F","usa","cincinnati","CVG","false","false","22","16-24","not married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"217114","","59","9","0","0.3333333333333333","","","No Cancellation/nothing booked","nothing booked","O","usa","long beach","LGB","true","true","19","16-24","married, children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"217136","","106","8","0","1.25","","","No Cancellation/nothing booked","Solo traveler","F","usa","little rock","LIT","false","true","38","35-44","not married, children","2.0000000000000000","1.00000000000000000000","0.00000000000000000000","2","Casual Traveler","72.0000000000000000","1923.3547868296084","Medium-Haul Flyer (500-2000 miles)","1039","539.57","1578.57","","7","Last Minute Booker","Family Traveler","Free Hotel Meal"
"220725","272","316","9","1","2","0","3","Last-Minute Cancellers (1-7 days)","Solo traveler","F","usa","stockton","SCK","false","false","40","35-44","not married, no children","3.5000000000000000","1.00000000000000000000","0.33333333333333333333","3","Casual Traveler","136.0000000000000000","1943.6963212854835","Medium-Haul Flyer (500-2000 miles)","1242","1533.42","2775.42","","5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"224996","","102","8","0","1.125","","","No Cancellation/nothing booked","Solo traveler","F","canada","halifax","YHZ","false","true","42","35-44","not married, children","0.00000000000000000000","1.00000000000000000000","0.00000000000000000000","2","Casual Traveler","60.0000000000000000","1546.0507468132025","Medium-Haul Flyer (500-2000 miles)","231","897.61","1128.61","","8","Early Booker","Family Traveler","Free Hotel Meal"
"226367","","114","8","0","1.25","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","washington","IAD","false","false","42","35-44","not married, no children","1.6666666666666667","1.3333333333333333","0.66666666666666666667","3","Casual Traveler","72.0000000000000000","1014.820645826464","Medium-Haul Flyer (500-2000 miles)","2928","990.1720","3918.1720","","7","Last Minute Booker","Business Traveler","No Cancellation Fees"
"228195","","116","9","0","1.1111111111111112","","","No Cancellation/nothing booked","nothing booked","F","usa","los angeles","LAX","false","true","26","25-34","not married, children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"228872","","126","8","0","1.375","","","No Cancellation/nothing booked","Solo traveler","M","usa","san antonio","RND","false","false","34","25-34","not married, no children","6.5000000000000000","1.00000000000000000000","1.00000000000000000000","2","Casual Traveler","144.0000000000000000","1835.3267703734803","Medium-Haul Flyer (500-2000 miles)","1360","509.21","1869.21","","5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"229009","38","144","8","1","3.875","19","15","Moderate Cancellers (8-30 days)","Solo traveler","F","usa","stockton","SCK","false","false","16","16-24","not married, no children","1.5000000000000000","1.00000000000000000000","0.50000000000000000000","2","Casual Traveler","60.0000000000000000","1881.9664565979783","Medium-Haul Flyer (500-2000 miles)","773","1061.63","1834.63","","8.5","Early Booker","Next-Gen Wanderer","Free Hotel Meal"
"229108","400","321","8","1","1.25","0","20","Moderate Cancellers (8-30 days)","Solo traveler","F","usa","burlington","BTV","false","false","25","25-34","not married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"229330","","129","8","0","1.5","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","colorado springs","COS","true","false","46","45-54","married, no children","1.5000000000000000","1.7500000000000000","0.25000000000000000000","4","Casual Traveler","84.0000000000000000","730.5396741154052","Medium-Haul Flyer (500-2000 miles)","4770","2883.21","7653.21","High Spender","7.25","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"232647","","100","8","0","1","","","No Cancellation/nothing booked","Solo traveler","F","usa","birmingham","BHM","false","false","17","16-24","not married, no children","11.0000000000000000","1.00000000000000000000","1.00000000000000000000","2","Casual Traveler","72.0000000000000000","892.7554171838897","Medium-Haul Flyer (500-2000 miles)","2343","237.1","2580.1","","7","Last Minute Booker","Next-Gen Wanderer","Free Hotel Meal"
"249521","","151","8","0","1.75","","","No Cancellation/nothing booked","Solo traveler","F","canada","ottawa","YOW","true","true","59","55-64","married, children","1.5000000000000000","1.00000000000000000000","1.00000000000000000000","2","Casual Traveler","72.0000000000000000","2323.672747617755","Long-Haul Flyer (>2000 miles)","544.4","642.02","1186.42","","8","Early Booker","Family Traveler","Free Hotel Meal"
"252835","","117","8","0","1.5","","","No Cancellation/nothing booked","Solo traveler","F","usa","chicago","ORD","false","true","37","35-44","not married, children","2.7500000000000000","1.00000000000000000000","0.60000000000000000000","5","Frequent Traveler","100.8000000000000000","1155.27726649015","Medium-Haul Flyer (500-2000 miles)","1702","1615.635","3317.635","","7.4","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"258451","20","167","8","1","3.375","10","2","Last-Minute Cancellers (1-7 days)","Solo traveler","F","usa","miami","OPF","false","false","22","16-24","not married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"264470","","118","8","0","1.375","","","No Cancellation/nothing booked","Solo traveler","F","usa","bakersfield","BFL","false","true","44","35-44","not married, children","4.5000000000000000","1.00000000000000000000","0.50000000000000000000","2","Casual Traveler","132.0000000000000000","1486.0927429833932","Medium-Haul Flyer (500-2000 miles)","2218","835.2175","3053.2175","","8","Early Booker","Family Traveler","Free Hotel Meal"
"276512","","98","8","0","1.125","","","No Cancellation/nothing booked","Solo traveler","F","usa","austin","AUS","true","true","40","35-44","married, children","1.00000000000000000000","1.00000000000000000000","1.00000000000000000000","1","Low Freqent Traveler","72.0000000000000000","1497.0401252294275","Medium-Haul Flyer (500-2000 miles)","200","395.69","595.69","","10","Early Booker","Occasional Traveler","1 Night free Hotel with Flight"
"281952","","158","8","0","1.875","","","No Cancellation/nothing booked","Solo traveler","F","usa","louisville","LOU","false","false","36","35-44","not married, no children","1.00000000000000000000","1.00000000000000000000","1.5000000000000000","2","Casual Traveler","48.0000000000000000","1222.131479259835","Medium-Haul Flyer (500-2000 miles)","321.30","684.72","1006.02","","7","Last Minute Booker","Business Traveler","No Cancellation Fees"
"283325","","114","8","0","1.25","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","dallas","DAL","true","false","50","45-54","married, no children","3.0000000000000000","1.5000000000000000","0.00000000000000000000","2","Casual Traveler","144.0000000000000000","1763.7261321455642","Medium-Haul Flyer (500-2000 miles)","3411","407.943","3818.943","","5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"290123","","190","9","0","2.111111111111111","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","houston","HOU","true","false","40","35-44","married, no children","2.1666666666666667","1.6666666666666667","0.85714285714285714286","7","Frequent Traveler","64.0000000000000000","1574.168986600846","Medium-Haul Flyer (500-2000 miles)","6116","10006.14","16122.14","High Spender","6.142857142857143","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"297546","","207","8","0","2.625","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","new york","JFK","true","false","50","45-54","married, no children","5.2000000000000000","1.4000000000000000","0.75000000000000000000","5","Frequent Traveler","114.0000000000000000","1101.5274147721116","Medium-Haul Flyer (500-2000 miles)","3956.00","2325.90","6281.90","","5","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"298253","","98","8","0","1","","","No Cancellation/nothing booked","Solo traveler","F","usa","los angeles","LAX","true","true","45","45-54","married, children","","","2.0000000000000000","1","Low Freqent Traveler","48.0000000000000000","2599.618078676735","Long-Haul Flyer (>2000 miles)","0","712.42","712.42","","6","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"299476","","187","9","0","2.111111111111111","","","No Cancellation/nothing booked","Solo traveler","F","usa","atlanta","ATL","true","false","38","35-44","married, no children","1.00000000000000000000","1.00000000000000000000","0.00000000000000000000","1","Low Freqent Traveler","72.0000000000000000","677.2946430519498","Medium-Haul Flyer (500-2000 miles)","142","192.38","334.38","","7","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"306165","","89","8","0","1","","","No Cancellation/nothing booked","nothing booked","F","usa","cleveland","CLE","false","false","20","16-24","not married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"306819","312","329","8","1","2.375","0","0","Same-Day Cancellers","Solo traveler","F","usa","new york","JFK","true","true","59","55-64","married, children","1.00000000000000000000","1.00000000000000000000","1.00000000000000000000","1","Low Freqent Traveler","72.0000000000000000","182.1742383505792","Short-Haul Flyer (<500 miles)","740","50.16","790.16","","4","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"312488","","76","8","0","0.75","","","No Cancellation/nothing booked","Solo traveler","M","usa","new york","JFK","true","false","30","25-34","married, no children","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","1","Low Freqent Traveler","24.0000000000000000","1349.3281041848504","Medium-Haul Flyer (500-2000 miles)","299","407.1","706.1","","6","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"313724","246","351","8","1","3.125","0","1","Last-Minute Cancellers (1-7 days)","Solo and group traveler","F","usa","tulsa","TUL","false","false","51","45-54","not married, no children","3.5000000000000000","1.5000000000000000","0.66666666666666666667","4","Casual Traveler","88.0000000000000000","1062.5618069653194","Medium-Haul Flyer (500-2000 miles)","3723","1734.84","5457.84","","5.666666666666667","Last Minute Booker","Business Traveler","No Cancellation Fees"
"316527","","139","8","0","1.5","","","No Cancellation/nothing booked","Solo and group traveler","F","canada","winnipeg","YWG","true","true","41","35-44","married, children","3.0000000000000000","1.2500000000000000","0.25000000000000000000","4","Casual Traveler","102.0000000000000000","1205.8824906559657","Medium-Haul Flyer (500-2000 miles)","6387.40","2436.64","8824.04","High Spender","7.25","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"317688","","133","8","0","1.625","","","No Cancellation/nothing booked","Solo traveler","F","usa","indianapolis","IND","false","true","40","35-44","not married, children","1.2500000000000000","1.00000000000000000000","0.50000000000000000000","4","Casual Traveler","66.0000000000000000","1015.7473728071097","Medium-Haul Flyer (500-2000 miles)","1743.90","1238.74","2982.64","","8","Early Booker","Family Traveler","Free Hotel Meal"
"322867","","82","8","0","1","","","No Cancellation/nothing booked","Solo traveler","F","usa","mobile","BFM","false","false","45","45-54","not married, no children","7.0000000000000000","1.00000000000000000000","1.00000000000000000000","1","Low Freqent Traveler","192.0000000000000000","571.6598395384822","Medium-Haul Flyer (500-2000 miles)","1512","173.04","1685.04","","6","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"324191","","86","8","0","0.875","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","san diego","SAN","false","false","39","35-44","not married, no children","4.5000000000000000","1.5000000000000000","0.50000000000000000000","2","Casual Traveler","144.0000000000000000","109.52990225133489","Short-Haul Flyer (<500 miles)","2532","170.21","2702.21","","9.5","Early Booker","Business Traveler","No Cancellation Fees"
"328590","368","383","8","1","2.625","0","1.5","Last-Minute Cancellers (1-7 days)","Solo and group traveler","F","usa","san diego","NZY","false","false","55","55-64","not married, no children","4.5000000000000000","2.0000000000000000","0.50000000000000000000","2","Casual Traveler","156.0000000000000000","1986.3332181399617","Medium-Haul Flyer (500-2000 miles)","3146.50","5406.01","8552.51","High Spender","8","Early Booker","High Spender","1 Night free Hotel with Flight"
"330764","400","375","8","1","2.375","0","5.5","Last-Minute Cancellers (1-7 days)","Solo and group traveler","F","usa","detroit","DET","false","false","38","35-44","not married, no children","4.5000000000000000","1.00000000000000000000","","2","Casual Traveler","108.0000000000000000","","Unknown","1094","0","1094","","5.5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"330893","","133","8","0","1.5","","","No Cancellation/nothing booked","Solo traveler","F","usa","oklahoma city","OKC","true","true","42","35-44","married, children","2.0000000000000000","1.00000000000000000000","0.66666666666666666667","3","Casual Traveler","80.0000000000000000","996.2781096292874","Medium-Haul Flyer (500-2000 miles)","986","861.61","1847.61","","5.333333333333333","Last Minute Booker","Family Traveler","Free Hotel Meal"
"331039","128","198","8","1","2","4","8.5","Moderate Cancellers (8-30 days)","Family/Group traveler","F","canada","london","YXU","true","true","43","35-44","married, children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"334787","","119","8","0","1.25","","","No Cancellation/nothing booked","Solo traveler","F","usa","minneapolis","MSP","false","false","52","45-54","not married, no children","2.0000000000000000","1.00000000000000000000","0.66666666666666666667","3","Casual Traveler","72.0000000000000000","856.2242437381925","Medium-Haul Flyer (500-2000 miles)","1190","749.4475","1939.4475","","5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"337227","","83","8","0","0.625","","","No Cancellation/nothing booked","nothing booked","F","usa","santa ana","SNA","true","false","34","25-34","married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"338086","","137","8","0","1.75","","","No Cancellation/nothing booked","Solo traveler","F","usa","washington","IAD","false","true","39","35-44","not married, children","1.00000000000000000000","1.00000000000000000000","0.50000000000000000000","2","Casual Traveler","60.0000000000000000","1651.9488819866053","Medium-Haul Flyer (500-2000 miles)","268.0","981.69","1249.69","","7","Last Minute Booker","Family Traveler","Free Hotel Meal"
"340166","","88","8","0","0.75","","","No Cancellation/nothing booked","Solo traveler","M","usa","san francisco","SFO","true","true","50","45-54","married, children","2.0000000000000000","1.00000000000000000000","","1","Low Freqent Traveler","48.0000000000000000","","Unknown","474","0","474","","3","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"343928","","122","8","0","1.375","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","el paso","BIF","true","false","64","55-64","married, no children","3.0000000000000000","1.00000000000000000000","0.50000000000000000000","2","Casual Traveler","192.0000000000000000","6979.923411331769","Long-Haul Flyer (>2000 miles)","464","8616.26","9080.26","High Spender","170.5","Moderate Early Booker","High Spender","1 Night free Hotel with Flight"
"347778","","162","9","0","1.7777777777777777","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","las vegas","LSV","false","false","49","45-54","not married, no children","2.2500000000000000","1.7500000000000000","1.00000000000000000000","5","Frequent Traveler","72.0000000000000000","1588.9516867117065","Medium-Haul Flyer (500-2000 miles)","6179","12436.29","18615.29","High Spender","5.6","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"348817","","125","8","0","1.25","","","No Cancellation/nothing booked","Solo traveler","F","canada","calgary","YYC","false","false","27","25-34","not married, no children","2.2500000000000000","1.00000000000000000000","0.66666666666666666667","4","Casual Traveler","80.0000000000000000","1567.6370535946762","Medium-Haul Flyer (500-2000 miles)","3433","1374.62","4807.62","","5.333333333333333","Last Minute Booker","Business Traveler","No Cancellation Fees"
"348863","","81","8","0","0.75","","","No Cancellation/nothing booked","nothing booked","F","usa","san antonio","SKF","true","false","66","65+","married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"349132","","133","9","0","1.3333333333333333","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","cincinnati","CVG","false","false","48","45-54","not married, no children","4.6666666666666667","1.6666666666666667","0.50000000000000000000","3","Casual Traveler","108.0000000000000000","672.6362197844578","Medium-Haul Flyer (500-2000 miles)","4042.1","1710.46","5752.56","","6.5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"350648","160","295","8","1","5.5","20","3.5","Last-Minute Cancellers (1-7 days)","Solo traveler","F","usa","lincoln","LNK","false","false","17","16-24","not married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"353271","","84","8","0","0.75","","","No Cancellation/nothing booked","Family/Group traveler","F","usa","milwaukee","MKE","false","true","25","25-34","not married, children","0.00000000000000000000","2.0000000000000000","0.00000000000000000000","1","Low Freqent Traveler","24.0000000000000000","731.5505885203296","Medium-Haul Flyer (500-2000 miles)","272","816.8","1088.8","","5","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"353694","","100","8","0","0.875","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","new york","LGA","false","true","39","35-44","not married, children","4.5000000000000000","1.5000000000000000","0.50000000000000000000","2","Casual Traveler","144.0000000000000000","830.3542335145079","Medium-Haul Flyer (500-2000 miles)","1775","713.52","2488.52","","7.5","Last Minute Booker","Family Traveler","Free Hotel Meal"
"354050","","172","8","0","2.25","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","detroit","DET","false","false","49","45-54","not married, no children","2.2000000000000000","1.2000000000000000","0.20000000000000000000","5","Frequent Traveler","84.0000000000000000","1300.5876731802368","Medium-Haul Flyer (500-2000 miles)","3047.60","2599.8760","5647.4760","","7.6","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"354260","","116","8","0","1.25","","","No Cancellation/nothing booked","Solo traveler","F","usa","providence","PVD","false","false","48","45-54","not married, no children","2.0000000000000000","1.00000000000000000000","1.00000000000000000000","2","Casual Traveler","60.0000000000000000","1998.1645085556202","Medium-Haul Flyer (500-2000 miles)","780","1165.01","1945.01","","10.5","Early Booker","Business Traveler","No Cancellation Fees"
